lat,lng,,IN_FID,loc,Street Address,City,State,Zip Code,Cross Streets,Phone Number,Closed_Renovations,Sunday Open,Sunday Close,Monday  Open,Monday  Close,Tuesday  Open,Tuesday Close,Wednesday Open,Wednesday  Close,Thursday Open,Thursday Close,Friday Open,Friday  Close,Saturday Open,Saturday  Close,Library,Adult_Education,LEAP_After_School_Program,Baby_changing_station,Bicycle_rack,Book_drop_box,Change_machine,Children's_only_restroom,Computer_lab,Computers_for_public_use,Electrical_outlets_available,Handicapped_Accessible,Meeting_space_(reservation_required),Pay_Phone,Parking_lot,Photocopier_(black/white),Printing_(black/white),Public_restrooms,Screen_magnify_tools_,Screen-reading_software_(JAWS),Self-service_check-out,Street_parking,Street_parking_(free),Street_parking_(metered),Water_fountain,Wireless_internet_access_(wi/fi),Facebook,Newsletter,Twitter,Library_Website,X54,Branch,Initials,P_1,P_2,avg_days,Med_days,se16,oc16,Sum,Pre_16,School_16,Child_Sum,Teen_16,Sum_Read1,Sum_Read2,NISV_14,NISV_15,NISV_16,NISV_Total,AISV_14,AISV_15,AISV_16,AISV_TOT,NISRP_14,NISRP_15,NISRP_16,NISRP_tot,AISRP_14,AISRP_15,AISRP_16,AISRP_tot,NPIP_14,NPIP_15,NPIP_16,NPIP_tot,APIP_14,APIP_15,APIP_16,APIP_tot,NOSV_14,NOSV_15,NOSV_16,NOSV_tot,AOSV_14,AOSV_15,AOSV_16,AOSV_tot,NOSRP_14,NOSRP_15,NOSRP_16,NOSRP_tot,AOSRP_14,AOSRP_15,AOSRP_16,AOSRP_tot,NPOP_14,NPOP_15,NPOP_16,NPOP_17,APOP_14,APOP_15,APOP_16,APOP_tot,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_dhs,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_ppr_asset,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_pools,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_pal.x,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_ppr_ost,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_pal.y
39.984832,-75.132556,23,22,Kensington Library,104 West Dauphin Street,Philadelphia,PA,19133-3701,Hope & Dauphin Sts.,215-685-9996,n/a,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Kensington Library,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,https://libwww.freelibrary.org/locations/kensington-library,NA,Kensington Library,KEN,29,12,1.5,1.5,18,NA,18,52,188,240,16,256,256,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,5,51,74,58,183,906,955,860,2721,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,11,0,0,2,2,0,0,14,14,NA,0,802,537.2704823,537.2704823,NA,0,174,672.7420086,672.7420086,NA,0,34,1325.099543,1325.099543,NA,0,8,2902.055638,2902.055638,NA,0,50,2208.27018,2208.27018,NA,0,8,2902.055638,2902.055638
39.942406,-75.219037,24,23,Kingsessing Library,"1201 South 51st Street",Philadelphia,PA,19143-4353,"5lst St. between Kingsessing and Chester Avenues",215-685-2690,n/a,Closed,Closed,10:00,18:00,11:00:00,19:00:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00,17:00,10:00,17:00,Kingsessing Library,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/kingsessing-library,NA,Kingsessing Library,KNG,16,5,1,1,NA,5,5,59,219,278,78,356,356,0,2,0,0,0,38,0,38,0,1,0,1,0,15,0,15,40,8,24,72,487,108,249,844,0,13,2,15,0,368,49,417,2,0,1,3,46,0,26,72,18,23,35,76,396,560,618,1574,NA,0,986,214.6985944,214.6985944,NA,0,1035,51.66315981,51.66315981,NA,0,60,943.9859002,943.9859002,NA,0,14,5192.885544,5192.885544,NA,0,34,656.8386225,656.8386225,NA,0,14,5192.885544,5192.885544
40.046056,-75.099564,25,24,Lawncrest Library,"6098 Rising Sun Avenue",Philadelphia,PA,19111-6009,"Rising Sun Ave. & Comly Street",215-685-0549,n/a,Closed,Closed,10:00,18:00,12:00:00,20:00:00,10:00:00,18:00:00,12:00:00,20:00:00,Closed,Closed,10:00,17:00,Lawncrest Library,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,https://www.facebook.com/Lawncrest-Branch-Free-Library-of-Philadelphia-181725098541402/,1,n/a,https://libwww.freelibrary.org/locations/lawncrest-library,NA,Lawncrest Library,LWN,69,47,4.6,3,118,98,216,184,310,494,33,527,527,0,0,0,2,0,0,0,0,3,5,7,15,130,254,371,755,34,38,40,112,876,1708,2060,4644,0,0,0,0,0,0,0,0,2,2,3,7,44,28,72,144,29,41,20,90,745,907,413,2065,NA,0,9,44.73940535,44.73940535,NA,0,168,897.1692692,897.1692692,NA,0,63,4021.730124,4021.730124,NA,0,3,7797.093973,7797.093973,NA,0,67,2213.385845,2213.385845,NA,0,3,7797.093973,7797.093973
39.948394,-75.156646,26,25,Library for the Blind and Physically Handicapped,919 Walnut Street,Philadelphia,PA,19107,between 9th and 10th Streets,215-683-3213,n/a,Closed,Closed,9:00,17:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00,17:00,Closed,Closed,Library for the Blind and Physically Handicapped,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/lbphflp/,0,n/a,https://libwww.freelibrary.org/locations/library-for-the-blind-and-physically-handicapped,NA,Library for the Blind and Physically Handicapped,LBPH,NA,NA,NA,NA,NA,NA,NA,0,8,8,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,38,8,46,NA,0,1126,588.9976942,588.9976942,NA,0,309,830.4131554,830.4131554,NA,0,0,3388.862711,3388.862711,NA,0,9,1870.42532,1870.42532,NA,0,11,3413.285391,3413.285391,NA,0,9,1870.42532,1870.42532
39.992343,-75.142173,27,26,Lillian Marrero Library,601 West Lehigh Avenue,Philadelphia,PA,19133-2228,"6th St. & Lehigh Ave.",NA,10/1/17,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Lillian Marrero Library,temp closed - 10/01/2017 - due to building renovation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/lillian-marrero-library,NA,Lillian Marrero Library,LMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,3,0,26,0,20,46,1,6,4,11,9,69,25,103,45,25,29,99,328,271,207,806,1,0,0,1,40,0,0,40,11,0,0,11,550,0,0,550,17,2,0,19,742,51,0,793,NA,0,114,478.1814208,478.1814208,NA,0,109,24.81674541,24.81674541,NA,0,26,449.5513384,449.5513384,NA,0,6,4519.5517,4519.5517,NA,0,35,543.9555041,543.9555041,NA,0,6,4519.5517,4519.5517
40.031457,-75.145342,28,27,Logan Library,1333 Wagner Avenue,Philadelphia,PA,19141-2916,Wagner Ave. & Old York Rd.,NA,10/1/17,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Logan Library,temp closed - 10/01/2017 - due to building renovation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/logan-library,NA,Logan Library,LOG,18,10,1.4,1,12,2,14,NA,NA,0,NA,0,0,6,0,0,4,133,0,0,133,1,12,7,20,0,69,30,99,66,34,20,120,798,419,90,1307,1,0,0,1,16,0,0,16,0,0,0,0,0,0,0,0,5,2,1,8,60,19,40,119,NA,0,977,176.9944951,176.9944951,NA,0,264,714.796526,714.796526,NA,0,17,2548.091849,2548.091849,NA,0,4,2206.947741,2206.947741,NA,0,50,1657.528596,1657.528596,NA,0,4,2206.947741,2206.947741
39.957714,-75.225351,29,28,Lovett Memorial Library,6945 Germantown Avenue,Philadelphia,PA,19119-2189,Germantown Ave. & Sedgwick St.,NA,10/1/17,13:00,17:00,10:00,18:00,12:00:00,20:00:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00,17:00,10:00,17:00,Lovett Memorial Library,temp closed - 10/01/2017 - due to building renovation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/lovett-memorial-library,NA,Lovett Memorial Library,LOV,51,50,4.1,3,131,74,205,NA,NA,0,NA,0,0,0,0,0,6,0,0,0,0,0,5,0,5,0,71,0,71,34,57,30,121,308,604,310,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,45,0,0,45,NA,0,733,933.1477593,933.1477593,NA,0,313,80.27033864,80.27033864,NA,0,74,6464.131532,6464.131532,NA,0,12,9997.359476,9997.359476,NA,0,39,3569.986299,3569.986299,NA,0,12,9997.359476,9997.359476
40.05605,-75.187614,30,29,Lucien E. Blackwell West Philadelphia Regional Library,125 South 52nd Street,Philadelphia,PA,19139-3408,West Phila. Regional 52nd & Sansom Sts.,NA,3/30/17,Closed,Closed,10:00,18:00,11:00:00,19:00:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00,17:00,10:00,17:00,Lucien E. Blackwell West Philadelphia Regional Library,temp closed - 03/30/2017 - due to building repairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/lucien-e-blackwell-west-philadelphia-regional-library,NA,Lucien E. Blackwell West Philadelphia Regional Library,BRL,62,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,17,25,0,0,295,312,0,607,0,0,0,0,0,0,0,0,56,59,40,155,823,643,514,1980,8,6,2,16,143,139,65,347,0,0,0,0,0,0,0,0,11,10,11,32,199,204,244,647,NA,0,1427,84.80839126,84.80839126,NA,0,179,1445.922863,1445.922863,NA,0,57,3850.710513,3850.710513,NA,0,2,6355.721921,6355.721921,NA,0,75,3407.428669,3407.428669,NA,0,2,6355.721921,6355.721921
39.994168,-75.119989,31,30,McPherson Square Library,"601 East Indiana Avenue",Philadelphia,PA,19134-3042,"Indiana Ave. & ""F"" St.",215-685-9995,n/a,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,McPherson Square Library,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/mcpherson-square-library,NA,McPherson Square Library,MPS,43,42,8.24,4.5,121,225,346,101,478,579,16,595,595,5,2,3,42,63,25,50,138,0,4,0,4,0,51,0,51,13,9,13,35,358,591,367,1316,0,1,0,1,0,15,0,15,0,0,0,0,0,0,0,0,6,4,0,10,87,57,0,144,NA,0,686,220.060957,220.060957,NA,0,39,1268.642636,1268.642636,NA,0,9,3083.759301,3083.759301,NA,0,4,6296.514366,6296.514366,NA,0,59,4691.303848,4691.303848,NA,0,4,6296.514366,6296.514366
40.009003,-75.151307,32,31,Nicetown-Tioga Library,3720 North Broad Street,Philadelphia,PA,19140-3608,Broad St. & Erie Ave.,215-685-9790,n/a,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Nicetown-Tioga Library,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/nicetown-tioga-library,NA,Nicetown-Tioga Library,NIC,56,57,3.14,1,95,84,179,59,156,215,17,232,232,0,0,21,10,0,0,320,320,3,7,0,10,115,273,0,388,30,12,55,97,1023,341,1203,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,47,0,137,184,NA,0,171,1381.294481,1381.294481,NA,0,176,2.225689558,2.225689558,NA,0,14,2419.174646,2419.174646,NA,0,7,3266.399933,3266.399933,NA,0,45,2361.664256,2361.664256,NA,0,7,3266.399933,3266.399933
40.048987,-75.062095,33,32,Northeast Regional Library,2228 Cottman Avenue,Philadelphia,PA,19149-1297,Cottman Ave. & Oakland St.,"215-685-0522",n/a,13:00,17:00,Closed,Closed,12:00:00,20:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Northeast Regional Library,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,https://www.facebook.com/NERLPhila/,0,n/a,https://libwww.freelibrary.org/locations/northeast-regional-library,NA,Northeast Regional Library,NER,62,50,5.02,4,111,140,251,95,484,579,42,621,621,0,0,0,21,0,0,0,0,0,2,0,2,0,18,0,18,19,12,10,41,171,209,74,454,0,0,0,0,0,0,0,0,0,1,1,2,0,24,25,49,52,23,25,100,691,353,426,1470,NA,0,315,1065.877869,1065.877869,NA,0,158,1893.648954,1893.648954,NA,0,29,4503.066697,4503.066697,NA,0,6,8096.520423,8096.520423,NA,0,43,4189.792741,4189.792741,NA,0,6,8096.520423,8096.520423
40.053362,-75.137714,34,33,Oak Lane Library,6614 North 12th Street,Philadelphia,PA,19126-3299,12th St. & Oak Lane,215-685-2848,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,Closed,Closed,Oak Lane Library,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,n/a,1,n/a,https://libwww.freelibrary.org/locations/oak-lane-library,NA,Oak Lane Library,OAK,27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,14,39,46,21,106,29,24,30,83,179,173,85,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,158,493.7313868,493.7313868,NA,0,177,2340.541442,2340.541442,NA,0,25,2779.870835,2779.870835,NA,0,9,9712.637017,9712.637017,NA,0,69,4362.644852,4362.644852,NA,0,9,9712.637017,9712.637017
39.976775,-75.264753,35,34,Overbrook Park Library,7422 Haverford Avenue,Philadelphia,PA,19151-2995,Haverford Ave. & Woodbine St.,215-685-0182,n/a,Closed,Closed,10:00,18:00,11:00:00,19:00:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00,17:00,Closed,Closed,Overbrook Park Library,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,https://libwww.freelibrary.org/locations/overbrook-park-library,NA,Overbrook Park Library,OVP,40,40,2.1,1,NA,84,84,0,0,297,0,0,297,9,35,0,0,73,446,0,519,0,0,0,0,0,0,0,0,26,53,1,80,229,659,7,895,1,0,0,1,27,0,0,27,0,0,0,0,0,0,0,0,2,0,0,2,57,0,0,57,NA,0,640,320.6450056,320.6450056,NA,0,9,743.1730397,743.1730397,NA,0,52,9016.537444,9016.537444,NA,0,2,7025.802211,7025.802211,NA,0,55,2201.061608,2201.061608,NA,0,2,7025.802211,7025.802211
39.959091,-75.170341,36,35,Parkway Central Library,1901 Vine Street,Philadelphia,PA,19103,"between 19th and 20th Streets on the Parkway",215-686-5322,n/a,13:00,17:00,9:00,21:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00,18:00,9:00,17:00,Parkway Central Library,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,https://libwww.freelibrary.org/locations/parkway-central-library,NA,Parkway Central Library,CCD,79,NA,NA,NA,NA,NA,NA,856,973,1829,26,1855,1855,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,539,700.9212998,700.9212998,NA,0,163,0,0,NA,0,61,2551.230323,2551.230323,NA,0,3,7423.828002,7423.828002,NA,0,41,2451.590902,2451.590902,NA,0,3,7423.828002,7423.828002
39.921133,-75.240633,37,36,Paschalville Library,6942 Woodland Avenue,Philadelphia,PA,19142-1823,70th St. & Woodland Ave.,215-685-2662,n/a,Closed,Closed,10:00,18:00,11:00:00,19:00:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00,17:00,10:00,17:00,Paschalville Library,temp closed - 12/31/16 - due to lack of heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/paschalville-library,NA,Paschalville Library,PAC,NA,NA,NA,NA,NA,NA,NA,15,87,102,0,102,102,5,1,1,7,76,7,6,89,0,0,0,0,0,0,0,0,29,4,18,51,237,25,239,501,8,2,0,10,199,54,0,253,0,0,0,0,0,0,0,0,8,2,3,13,199,54,60,313,NA,0,41,210.4356356,210.4356356,NA,0,189,1651.495649,1651.495649,NA,0,32,3391.10997,3391.10997,NA,0,14,5883.16395,5883.16395,NA,0,44,1961.911385,1961.911385,NA,0,14,5883.16395,5883.16395
39.949259,-75.173039,38,37,Philadelphia City Institute,1905 Locust Street,Philadelphia,PA,19103-5730,19th & Locust on W. Rittenhouse Square,215-685-6621,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Philadelphia City Institute,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,https://www.facebook.com/PhiladelphiaCityInstitute/,1,n/a,https://libwww.freelibrary.org/locations/philadelphia-city-institute,NA,Philadelphia City Institute,PCI,33,32,1.66,1,49,4,53,374,193,567,28,595,595,0,0,0,0,0,0,0,0,11,0,1,12,298,0,56,354,100,145,107,352,3836,6291,6504,16631,0,0,0,0,0,0,0,0,2,1,0,3,172,50,0,222,7,3,2,12,428,228,267,923,NA,0,596,1210.578989,1210.578989,NA,0,1043,13.3485865,13.3485865,NA,0,69,2636.883436,2636.883436,NA,0,3,3818.359696,3818.359696,NA,0,14,2706.135058,2706.135058,NA,0,3,3818.359696,3818.359696
39.938077,-75.181838,39,38,Queen Memorial Library,1201 South 23rd Street,Philadelphia,PA,19146-4316,Federal St. between 22nd & 23rd,215-685-1899,n/a,Closed,Closed,10:00,18:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,Closed,Closed,Queen Memorial Library,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,https://www.facebook.com/QMB.at.the.FLP/,0,n/a,https://libwww.freelibrary.org/locations/queen-memorial-library,NA,Queen Memorial Library,QMB,NA,NA,NA,NA,NA,NA,NA,63,146,209,20,229,229,0,0,0,0,0,0,0,0,8,6,7,21,87,64,188,339,53,78,54,185,664,947,2123,3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,33,420,528,227,1175,NA,0,1623,350.554892,350.554892,NA,0,224,648.1255097,648.1255097,NA,0,64,2276.215487,2276.215487,NA,0,5,8484.565427,8484.565427,NA,0,76,634.6032087,634.6032087,NA,0,5,8484.565427,8484.565427
39.97038,-75.146543,40,39,Ramonita G. de Rodriguez Library,600 West Girard Avenue,Philadelphia,PA,19123-1311,6th St. & Girard Ave.,215-686-1768,n/a,Closed,Closed,11:00,18:00,10:00:00,18:00:00,11:00:00,18:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Ramonita G. de Rodriguez Library,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,https://www.facebook.com/RodriguezBranch/,0,n/a,https://libwww.freelibrary.org/locations/ramonita-g-de-rodriguez-library,NA,Ramonita G. de Rodriguez Library,RGR,31,39,2.33,2,38,53,91,58,167,225,11,236,236,0,0,0,0,0,0,0,0,1,9,1,11,16,136,17,169,64,77,87,228,726,1202,884,2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,28,85,149,270,504,NA,0,870,771.1182034,771.1182034,NA,0,333,117.730763,117.730763,NA,0,38,1428.397384,1428.397384,NA,0,13,850.6572691,850.6572691,NA,0,15,1516.774919,1516.774919,NA,0,13,850.6572691,850.6572691
39.982963,-75.108653,41,40,Richmond Library,"2987 Almond Street",Philadelphia,PA,19134-4955,Indiana Ave. & Almond St.,215-685-9992,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Richmond Library,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,https://www.facebook.com/FLPRichmond,1,n/a,https://libwww.freelibrary.org/locations/richmond-library,NA,Richmond Library,RIC,43,42,5.1,4,91,123,214,71,222,293,22,315,315,1,1,1,3,17,30,53,100,0,7,15,22,0,138,265,403,36,54,60,150,486,894,981,2361,0,0,6,6,0,0,125,125,0,1,0,1,0,10,0,10,3,7,7,17,52,155,150,357,NA,0,1670,335.4105473,335.4105473,NA,0,256,951.7385393,951.7385393,NA,0,47,1186.294376,1186.294376,NA,0,3,5356.698027,5356.698027,NA,0,17,978.2525387,978.2525387,NA,0,3,5356.698027,5356.698027
40.03625,-75.218077,42,41,Roxborough Library,"6245 Ridge Avenue",Philadelphia,PA,19128-2630,Ridge Ave. & Hermitage St.,215-685-2550,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,Closed,Closed,Roxborough Library,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,n/a,1,n/a,https://libwww.freelibrary.org/locations/roxborough-library,NA,Roxborough Library,ROX,12,19,13.63,21,139,120,259,66,265,331,0,331,331,3,0,0,3,72,0,0,72,0,0,3,3,0,0,114,114,124,127,110,361,4829,5108,3730,13667,1,0,0,1,34,0,0,34,0,0,3,3,0,0,62,62,24,18,23,65,806,842,624,2272,NA,0,332,580.7749166,580.7749166,NA,0,163,792.547327,792.547327,NA,0,61,1973.402847,1973.402847,NA,0,3,8267.78518,8267.78518,NA,0,41,1960.626621,1960.626621,NA,0,3,8267.78518,8267.78518
39.929256,-75.168689,43,42,South Philadelphia Library,1700 South Broad Street,Philadelphia,PA,19145-2392,Broad & Morris Sts.,215-685-1866,n/a,13:00,17:00,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,South Philadelphia Library,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,https://libwww.freelibrary.org/locations/south-philadelphia-library,NA,South Philadelphia Library,SPB,NA,NA,NA,NA,NA,NA,NA,72,357,429,155,584,584,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52,52,30,0,4,34,574,0,124,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,956,998.2137612,998.2137612,NA,0,292,67.08559841,67.08559841,NA,0,64,3733.821698,3733.821698,NA,0,5,3647.759725,3647.759725,NA,0,30,2335.483861,2335.483861,NA,0,5,3647.759725,3647.759725
40.024643,-75.045766,44,43,Tacony Library,6742 Torresdale Avenue,Philadelphia,PA,19135-2416,Torresdale Ave. & Knorr St.,NA,10/1/17,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Tacony Library,temp closed - 10/01/2017 - due to building renovation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://libwww.freelibrary.org/locations/tacony-library,NA,Tacony Library,TAC,24,30,6.83,9,205,NA,205,NA,NA,12530,37,37,12567,0,3,0,3,0,51,0,51,1,8,11,20,5,115,117,237,7,15,19,41,111,206,170,487,0,1,1,2,0,35,11,46,0,0,0,0,0,0,0,0,1,1,5,7,16,35,78,129,NA,0,849,979.392656,979.392656,NA,0,234,843.856589,843.856589,NA,0,31,1171.834861,1171.834861,NA,0,5,6206.992049,6206.992049,NA,0,30,2469.752776,2469.752776,NA,0,5,6206.992049,6206.992049
39.9474758,-75.1749691,45,44,The Rosenbach,"2008-2010 Delancey Place",Philadelphia,PA,19103,NA,215-732-1600,n/a,12:00,18:00,Closed,Closed,12:00:00,17:00:00,12:00:00,20:00:00,12:00:00,20:00:00,10:00,17:00,10:00,18:00,The Rosenbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n/a,0,n/a,https://libwww.freelibrary.org/locations/the-rosenbach,NA,The Rosenbach,ROS,NA,NA,NA,NA,NA,NA,NA,34,168,202,NA,202,202,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,469,242.2541987,242.2541987,NA,0,282,1019.591286,1019.591286,NA,0,3,1915.448662,1915.448662,NA,0,15,4172.430463,4172.430463,NA,0,60,2422.607902,2422.607902,NA,0,15,4172.430463,4172.430463
39.9193,-75.179884,46,45,"Thomas F. Donatucci, Sr. Library",1935 Shunk Street,Philadelphia,PA,19145-4234,20th & Shunk Sts.,215-685-1755,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,"Thomas F. Donatucci, Sr. Library",0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,https://www.facebook.com/Donatuccibranch/,0,n/a,https://libwww.freelibrary.org/locations/thomas-f-donatucci-sr-library,NA,"Thomas F. Donatucci, Sr. Library",DON,23,11,6.64,6,54,19,73,83,200,283,97,380,380,6,0,18,9,87,0,211,298,0,10,3,13,0,304,148,452,147,81,94,322,2858,1408,1693,5959,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,100,1,0,1,2,40,0,100,140,NA,0,249,519.0024701,519.0024701,NA,0,105,366.7795501,366.7795501,NA,0,4,3054.506978,3054.506978,NA,0,12,13704.20452,13704.20452,NA,0,32,3452.725545,3452.725545,NA,0,12,13704.20452,13704.20452
